0,91356577
1,91046911
2,91947298
3,91317569
4,91229944
5,91946637
6,91995943
7,91191986
8,91651322
9,91855584
10,91927853
11,91733818
12,91806241
13,91197942
14,91736901
15,91289154
16,91455779
17,91132021
18,91054393
19,91435758
20,91450338
21,91437261
22,91692237
23,91720858
24,91320427
25,91127687
26,91385247
27,91677223
28,91609099
29,91687089
30,91561195
31,91898434
32,91790636
33,91153584
34,91419645
35,91967238
36,91643299
37,91285917
38,91821204
39,91014667
40,91311079
41,91841271
42,91541754
43,91910930
44,91493035
45,91261170
46,91759824
47,91682933
48,91968422
49,91043875
50,91111139
51,91203704
52,91597348
53,91050567
54,91541871
55,91716134
56,91866939
57,91841492
58,91022340
59,91895303
60,91098037
61,91497689
62,91311654
63,91362452
64,91508870
65,91269816
66,91409060
67,91448397
68,91142095
69,91951822
70,91238625
71,91589961
72,91281174
73,91995441
74,91821408
75,91906311
76,91824490
77,91769398
78,91461928
79,91903584
80,91392327
81,91484466
82,91286771
83,91569675
84,91192941
85,91345950
86,91150849
87,91017361
88,91116801
89,91639208
90,91993746
91,91248631
92,91481250
93,91805615
94,91736395
95,91964522
96,91977683
97,91293139
98,91469288
99,91337552
100,91330046
101,91577007
102,91095914
103,91156063
104,91545539
105,91332719
106,91713493
107,91212986
108,91517269
109,91532789
110,91736173
111,91670675
112,91804588
113,91910126
114,91766394
115,91494415
116,91739329
117,91870227
118,91674352
119,91426208
120,91695731
121,91803239
122,91596913
123,91419139
124,91280677
125,91741005
126,91929061
127,91903447
128,91136147
129,91000238
130,91815982
131,91417813
132,91453003
133,91781148
134,91548127
135,91635451
136,91465862
137,91826094
138,91925317
139,91401318
140,91089071
141,91185242
142,91825980
143,91659381
144,91235582
145,91928210
146,91151368
147,91747792
148,91246077
149,91778905
150,91851811
151,91025682
152,91265790
153,91713630
154,91257386
155,91766993
156,91650929
157,91078420
158,91044127
159,91732536
160,91546026
161,91390296
162,91209682
163,91012488
164,91444821
165,91708309
166,91895779
167,91640753
168,91970833
169,91464807
170,91598911
171,91748024
172,91330020
173,91427618
174,91890199
175,91121152
176,91952344
177,91507569
178,91529026
179,91104895
180,91605374
181,91541204
182,91117093
183,91737527
184,91003522
185,91797023
186,91578387
187,91144458
188,91365843
189,91578477
190,91541634
191,91492544
192,91355829
193,91245856
194,91905867
195,91583149
196,91735970
197,91572812
198,91460217
199,91230123
