0,91260057
1,91841909
2,91608286
3,91812661
4,91419406
5,91912337
6,91342793
7,91792149
8,91947848
9,91527594
10,91624492
11,91240550
12,91778188
13,91443424
14,91084959
15,91153306
16,91386599
17,91829571
18,91064662
19,91676793
20,91742452
21,91891010
22,91349530
23,91747571
24,91527475
25,91900196
26,91975218
27,91997253
28,91832850
29,91264907
30,91073668
31,91653694
32,91483841
33,91109955
34,91739587
35,91084380
36,91633017
37,91522310
38,91120500
39,91817717
40,91066732
41,91509663
42,91924837
43,91800420
44,91443601
45,91245691
46,91014852
47,91819534
48,91264816
49,91655093
50,91186256
51,91935711
52,91919549
53,91419510
54,91013971
55,91088902
56,91822164
57,91188562
58,91895935
59,91518770
60,91803932
61,91836734
62,91657986
63,91970352
64,91728899
65,91353442
66,91221122
67,91402382
68,91250785
69,91841875
70,91326557
71,91762545
72,91299321
73,91778593
74,91490996
75,91468768
76,91076861
77,91525429
78,91087726
79,91270768
80,91901403
81,91031808
82,91088729
83,91563964
84,91530854
85,91963233
86,91954784
87,91665312
88,91778427
89,91959823
90,91751389
91,91044424
92,91423343
93,91716244
94,91989581
95,91320161
96,91596471
97,91102595
98,91595349
99,91784486
100,91738078
101,91976678
102,91495484
103,91910011
104,91858741
105,91627758
106,91474767
107,91079982
108,91920283
109,91432801
110,91327403
111,91693754
112,91691137
113,91394254
114,91297440
115,91462754
116,91257156
117,91220429
118,91673364
119,91058503
120,91221540
121,91577583
122,91480952
123,91773338
124,91295760
125,91255358
126,91035806
127,91397249
128,91969132
129,91699597
130,91325494
131,91890505
132,91063310
133,91509983
134,91962063
135,91929198
136,91621126
137,91540169
138,91165649
139,91146985
140,91757343
141,91475194
142,91270351
143,91593371
144,91229033
145,91236002
146,91077198
147,91780304
148,91918893
149,91449976
150,91136399
151,91796588
152,91201829
153,91385619
154,91124100
155,91442241
156,91423306
157,91336270
158,91893600
159,91746878
160,91610488
161,91542403
162,91297188
163,91791202
164,91105445
165,91681535
166,91146934
167,91476034
168,91816450
169,91537547
170,91930478
171,91514978
172,91176467
173,91952652
174,91728799
175,91282300
176,91170074
177,91235551
178,91369445
179,91748984
180,91897568
181,91162638
182,91331196
183,91129821
184,91517429
185,91544514
186,91064436
187,91232630
188,91682225
189,91994014
190,91319873
191,91676994
192,91441238
193,91272498
194,91657840
195,91961858
196,91532400
197,91013079
198,91563141
199,91872673
200,91527657
201,91463553
202,91489630
203,91717969
204,91429238
205,91518158
206,91172774
207,91172691
208,91478294
209,91699126
210,91128766
211,91812700
212,91897502
213,91321366
214,91933908
215,91789003
216,91651158
217,91862996
218,91646209
219,91575908
220,91678902
221,91217231
222,91377689
223,91127294
224,91890321
225,91542395
226,91912970
227,91469757
